resource_id,resource_type,subject,topic,learning_goal,vark_visual,vark_auditory,vark_reading,vark_kinesthetic,difficulty_level,effectiveness_rating,url,,description,duration_minutes,,has_visuals,has_audio,has_text,is_interactive,,,,user_ratings_average,completion_rate,,time_spent_average,,,,,,vark_dominant_style
EDU_000562,audio,Psychology,Forensic Psychology,Apply knowledge to solve real-world problems,2,91,55,13,Intermediate,4.5,https://www.npr.org/podcasts/510289/planet-money,,Psychology - Forensic Psychology: Apply knowledge to solve real-world problems,42,,False,True,False,False,,,,4.1,0.93,,39,,,,,,vark_auditory
EDU_000563,podcast,Psychology,Clinical Psychology,Build foundation for advanced study,73,38,34,37,Beginner,4.9,https://podcasts.apple.com/us/podcast/radiolab/id152249110,,Psychology - Clinical Psychology: Build foundation for advanced study,90,,False,True,False,False,,,,3.75,0.78,,90.9,,,,,,vark_visual
EDU_000564,webinar,Psychology,Educational Psychology,Apply knowledge to solve real-world problems,41,49,82,15,Advanced,4.2,https://www.coursera.org/learn/learning-how-to-learn,,Psychology - Educational Psychology: Apply knowledge to solve real-world problems,37,,False,True,False,False,,,,4.9,0.79,,41.9,,,,,,vark_reading
EDU_000565,research_paper,Psychology,Cognitive Psychology,Connect concepts to everyday experiences,11,40,6,61,Intermediate,3.7,https://link.springer.com/journal/10649,,Psychology - Cognitive Psychology: Connect concepts to everyday experiences,89,,False,False,True,False,,,,4.9,0.81,,83.5,,,,,,vark_kinesthetic
EDU_000566,video,Psychology,Personality Psychology,Develop practical skills and competencies,16,19,94,55,Beginner,3.4,https://www.coursera.org/learn/machine-learning,,Psychology - Personality Psychology: Develop practical skills and competencies,46,,True,True,False,False,,,,3.71,0.82,,44,,,,,,vark_reading
EDU_000567,educational_game,Economics,Urban Economics,Connect concepts to everyday experiences,35,53,91,60,Beginner,4.6,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Economics - Urban Economics: Connect concepts to everyday experiences,82,,False,False,False,True,,,,4.65,0.63,,84.2,,,,,,vark_reading
EDU_000568,research_paper,Economics,International Economics,Build foundation for advanced study,88,15,34,30,Intermediate,3.6,https://link.springer.com/journal/10649,,Economics - International Economics: Build foundation for advanced study,69,,False,False,True,False,,,,4.01,0.7,,56.1,,,,,,vark_visual
EDU_000569,quiz,Economics,Public Economics,Apply knowledge to solve real-world problems,79,26,31,6,Intermediate,3.2,https://brilliant.org/practice/,,Economics - Public Economics: Apply knowledge to solve real-world problems,37,,False,False,False,False,,,,4.01,0.7,,39.3,,,,,,vark_visual
EDU_000570,assessment,Economics,Microeconomics,Develop research and inquiry skills,22,83,11,45,Advanced,3.7,https://brilliant.org/practice/,,Economics - Microeconomics: Develop research and inquiry skills,31,,False,False,False,False,,,,4.55,0.93,,25.4,,,,,,vark_auditory
EDU_000571,research_paper,Economics,Macroeconomics,Foster creative thinking and innovation,31,66,55,33,Intermediate,4.9,https://link.springer.com/journal/10649,,Economics - Macroeconomics: Foster creative thinking and innovation,63,,False,False,True,False,,,,4.11,0.73,,74.6,,,,,,vark_auditory
EDU_000572,educational_game,Economics,Financial Economics,Develop practical skills and competencies,1,91,0,4,Intermediate,3.2,https://www.multiplication.com/games,,Economics - Financial Economics: Develop practical skills and competencies,60,,False,False,False,True,,,,4.23,0.89,,58,,,,,,vark_auditory
EDU_000573,documentary,Economics,Labor Economics,Foster creative thinking and innovation,90,28,27,36,Advanced,5,https://www.pbs.org/show/nova/,,Economics - Labor Economics: Foster creative thinking and innovation,90,,False,False,False,False,,,,4.7,0.9,,91.9,,,,,,vark_visual
EDU_000574,presentation,Economics,Public Economics,Develop research and inquiry skills,40,64,6,57,Intermediate,3.9,https://www.slideshare.net/topic/mathematics,,Economics - Public Economics: Develop research and inquiry skills,43,,True,False,False,False,,,,4.12,0.6,,46.2,,,,,,vark_auditory
EDU_000575,project,Economics,Environmental Economics,Understand fundamental concepts and principles,37,3,7,81,Expert,3.4,https://www.instructables.com/circuits/science/,,Economics - Environmental Economics: Understand fundamental concepts and principles,37,,False,False,False,False,,,,4.54,0.75,,38.8,,,,,,vark_kinesthetic
EDU_000576,virtual_lab,Economics,International Economics,Synthesize information from multiple sources,41,2,89,51,Expert,5,https://www.labxchange.org/,,Economics - International Economics: Synthesize information from multiple sources,86,,False,False,False,True,,,,3.69,0.71,,97.6,,,,,,vark_reading
EDU_000577,educational_game,Economics,Macroeconomics,Understand fundamental concepts and principles,25,1,41,86,Intermediate,4.2,https://www.coolmath-games.com/0-prodigy-math-game,,Economics - Macroeconomics: Understand fundamental concepts and principles,38,,False,False,False,True,,,,4.82,0.9,,32.7,,,,,,vark_kinesthetic
EDU_000578,worksheet,Economics,Microeconomics,Analyze and evaluate information critically,47,93,36,26,Intermediate,4.4,https://www.superteacherworksheets.com/math.html,,Economics - Microeconomics: Analyze and evaluate information critically,47,,False,False,True,False,,,,4.58,0.7,,38.2,,,,,,vark_auditory
EDU_000579,research_paper,Economics,Health Economics,Analyze and evaluate information critically,91,22,5,33,Intermediate,4.8,https://en.wikipedia.org/wiki/Portal:Mathematics,,Economics - Health Economics: Analyze and evaluate information critically,64,,False,False,True,False,,,,4.77,0.77,,74.8,,,,,,vark_visual
EDU_000580,animation,Economics,Public Economics,Foster creative thinking and innovation,61,42,39,59,Beginner,3.3,https://www.desmos.com/calculator,,Economics - Public Economics: Foster creative thinking and innovation,87,,True,False,False,False,,,,3.78,0.62,,70.2,,,,,,vark_visual
EDU_000581,project,Economics,Financial Economics,Build foundation for advanced study,35,85,33,42,Advanced,4.8,https://www.mathsisfun.com/definitions/,,Economics - Financial Economics: Build foundation for advanced study,83,,False,False,False,False,,,,4.47,0.9,,78.7,,,,,,vark_auditory
EDU_000582,educational_game,Economics,Public Economics,Analyze and evaluate information critically,40,4,39,95,Intermediate,3.9,https://www.abcya.com/grades/k,,Economics - Public Economics: Analyze and evaluate information critically,37,,False,False,False,True,,,,4.39,0.88,,31.2,,,,,,vark_kinesthetic
EDU_000583,case_study,Economics,Financial Economics,Synthesize information from multiple sources,15,73,24,37,Beginner,4.6,https://www.khanacademy.org/math,,Economics - Financial Economics: Synthesize information from multiple sources,85,,False,False,True,False,,,,3.66,0.63,,85.1,,,,,,vark_auditory
EDU_000584,quiz,Economics,Environmental Economics,Apply knowledge to solve real-world problems,3,7,90,58,Advanced,3.4,https://brilliant.org/practice/,,Economics - Environmental Economics: Apply knowledge to solve real-world problems,30,,False,False,False,False,,,,4.44,0.7,,31.1,,,,,,vark_reading
EDU_000585,educational_game,Economics,Macroeconomics,Connect concepts to everyday experiences,17,57,60,78,Advanced,4.5,https://www.multiplication.com/games,,Economics - Macroeconomics: Connect concepts to everyday experiences,55,,False,False,False,True,,,,4.47,0.73,,55.5,,,,,,vark_kinesthetic
EDU_000586,quiz,Economics,Development Economics,Analyze and evaluate information critically,48,27,58,98,Beginner,4.2,https://www.prodigy.com/,,Economics - Development Economics: Analyze and evaluate information critically,42,,False,False,False,False,,,,4.82,0.81,,43,,,,,,vark_kinesthetic
EDU_000587,interactive_simulation,Economics,Microeconomics,Understand fundamental concepts and principles,28,70,41,25,Intermediate,3.8,https://www.investopedia.com/,,Economics - Microeconomics: Understand fundamental concepts and principles,78,,False,False,False,True,,,,4.03,0.88,,78.5,,,,,,vark_auditory
EDU_000588,tutorial,Economics,Microeconomics,Connect concepts to everyday experiences,3,57,21,67,Advanced,4.9,https://www.econlib.org/,,Economics - Microeconomics: Connect concepts to everyday experiences,39,,False,False,False,False,,,,4.08,0.82,,42.8,,,,,,vark_kinesthetic
EDU_000589,video,Economics,International Economics,Develop practical skills and competencies,65,57,9,19,Expert,4,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:foundation,,Economics - International Economics: Develop practical skills and competencies,38,,True,True,False,False,,,,4.71,0.72,,42.4,,,,,,vark_visual
EDU_000590,lecture,Economics,Financial Economics,Understand fundamental concepts and principles,84,22,35,27,Beginner,3.6,https://www.investopedia.com/,,Economics - Financial Economics: Understand fundamental concepts and principles,42,,False,True,False,False,,,,4.65,0.89,,42.3,,,,,,vark_visual
EDU_000591,research_paper,Economics,Development Economics,Analyze and evaluate information critically,8,96,30,16,Advanced,3.7,https://www.ams.org/journals/,,Economics - Development Economics: Analyze and evaluate information critically,41,,False,False,True,False,,,,4.74,0.68,,39.8,,,,,,vark_auditory
EDU_000592,infographic,Economics,Public Economics,Synthesize information from multiple sources,79,2,33,54,Advanced,4.1,https://www.mathsisfun.com/,,Economics - Public Economics: Synthesize information from multiple sources,42,,True,False,False,False,,,,4.42,0.74,,40.7,,,,,,vark_visual
EDU_000593,audio,Economics,Development Economics,Build foundation for advanced study,11,56,91,8,Expert,4.7,https://www.coursera.org/learn/learning-how-to-learn,,Economics - Development Economics: Build foundation for advanced study,14,,False,True,False,False,,,,3.85,0.92,,14.1,,,,,,vark_reading
EDU_000594,presentation,Economics,Development Economics,Apply knowledge to solve real-world problems,8,5,69,27,Intermediate,3.5,https://www.ted.com/talks/topics/math,,Economics - Development Economics: Apply knowledge to solve real-world problems,51,,True,False,False,False,,,,4.93,0.86,,55.6,,,,,,vark_reading
EDU_000595,quiz,Economics,Macroeconomics,Understand fundamental concepts and principles,98,7,4,25,Expert,3.1,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Economics - Macroeconomics: Understand fundamental concepts and principles,24,,False,False,False,False,,,,4.86,0.62,,25,,,,,,vark_visual
EDU_000596,virtual_lab,Economics,Health Economics,Understand fundamental concepts and principles,45,85,19,16,Intermediate,4.7,https://phet.colorado.edu/en/simulations,,Economics - Health Economics: Understand fundamental concepts and principles,45,,False,False,False,True,,,,3.54,0.78,,48,,,,,,vark_auditory
EDU_000597,webinar,Economics,Development Economics,Prepare for standardized tests and assessments,29,63,38,4,Advanced,3.8,https://www.coursera.org/learn/learning-how-to-learn,,Economics - Development Economics: Prepare for standardized tests and assessments,57,,False,True,False,False,,,,3.62,0.74,,57.3,,,,,,vark_auditory
EDU_000598,virtual_lab,Economics,Microeconomics,Analyze and evaluate information critically,18,33,3,71,Intermediate,3.8,https://www.biologysimulations.com/,,Economics - Microeconomics: Analyze and evaluate information critically,41,,False,False,False,True,,,,4.02,0.71,,47.2,,,,,,vark_kinesthetic
EDU_000599,webinar,Economics,Labor Economics,Prepare for standardized tests and assessments,87,35,54,51,Expert,4.9,https://www.edx.org/learn/math,,Economics - Labor Economics: Prepare for standardized tests and assessments,71,,False,True,False,False,,,,3.67,0.78,,63.1,,,,,,vark_visual
EDU_000600,quiz,Economics,Public Economics,Connect concepts to everyday experiences,65,13,55,46,Beginner,3.2,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Economics - Public Economics: Connect concepts to everyday experiences,42,,False,False,False,False,,,,4.05,0.92,,34.7,,,,,,vark_visual
EDU_000601,quiz,Economics,Labor Economics,Analyze and evaluate information critically,20,73,9,44,Intermediate,4.2,https://www.ixl.com/math/,,Economics - Labor Economics: Analyze and evaluate information critically,26,,False,False,False,False,,,,4.52,0.9,,29.1,,,,,,vark_auditory
EDU_000602,virtual_lab,Economics,Macroeconomics,Foster creative thinking and innovation,31,16,97,37,Beginner,3.7,https://phet.colorado.edu/en/simulations,,Economics - Macroeconomics: Foster creative thinking and innovation,88,,False,False,False,True,,,,3.92,0.73,,74.2,,,,,,vark_reading
EDU_000603,lecture,Economics,Environmental Economics,Synthesize information from multiple sources,36,62,28,54,Advanced,4.6,https://brilliant.org/economics/,,Economics - Environmental Economics: Synthesize information from multiple sources,42,,False,True,False,False,,,,4.83,0.76,,40.5,,,,,,vark_auditory
EDU_000604,virtual_lab,Economics,Microeconomics,Build foundation for advanced study,55,34,62,21,Advanced,3.7,https://www.labxchange.org/,,Economics - Microeconomics: Build foundation for advanced study,68,,False,False,False,True,,,,4.69,0.91,,66.2,,,,,,vark_reading
EDU_000605,video,Economics,Environmental Economics,Foster creative thinking and innovation,61,60,55,15,Advanced,3.5,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Economics - Environmental Economics: Foster creative thinking and innovation,50,,True,True,False,False,,,,4.79,0.92,,50.3,,,,,,vark_visual
EDU_000606,webinar,Economics,Health Economics,Build foundation for advanced study,61,3,53,16,Intermediate,3.4,https://www.khanacademy.org/math,,Economics - Health Economics: Build foundation for advanced study,44,,False,True,False,False,,,,3.74,0.91,,43.5,,,,,,vark_visual
EDU_000607,text,Economics,Health Economics,Synthesize information from multiple sources,55,11,74,17,Intermediate,3.5,https://www.investopedia.com/,,Economics - Health Economics: Synthesize information from multiple sources,38,,False,False,True,False,,,,4.52,0.6,,43.3,,,,,,vark_reading
EDU_000608,virtual_lab,Economics,Development Economics,Foster creative thinking and innovation,13,14,11,79,Advanced,4.2,https://www.biologysimulations.com/,,Economics - Development Economics: Foster creative thinking and innovation,42,,False,False,False,True,,,,3.81,0.65,,40.4,,,,,,vark_kinesthetic
EDU_000609,audio,Economics,Public Economics,Apply knowledge to solve real-world problems,15,9,60,81,Advanced,4.8,https://www.npr.org/podcasts/510289/planet-money,,Economics - Public Economics: Apply knowledge to solve real-world problems,60,,False,True,False,False,,,,4.75,0.73,,56.3,,,,,,vark_kinesthetic
EDU_000610,worksheet,Economics,Labor Economics,Develop research and inquiry skills,9,4,47,100,Beginner,4.1,https://www.commoncoresheets.com/,,Economics - Labor Economics: Develop research and inquiry skills,24,,False,False,True,False,,,,4.53,0.77,,20.3,,,,,,vark_kinesthetic
EDU_000611,virtual_lab,Economics,Environmental Economics,Synthesize information from multiple sources,29,46,60,77,Intermediate,3.2,https://www.physicsclassroom.com/Physics-Interactives,,Economics - Environmental Economics: Synthesize information from multiple sources,50,,False,False,False,True,,,,4.15,0.73,,41.6,,,,,,vark_kinesthetic
EDU_000612,research_paper,Economics,Development Economics,Synthesize information from multiple sources,25,69,16,14,Intermediate,3,https://en.wikipedia.org/wiki/Portal:Mathematics,,Economics - Development Economics: Synthesize information from multiple sources,59,,False,False,True,False,,,,4.1,0.85,,63.1,,,,,,vark_auditory
